,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
61,69,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
62,70,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
63,71,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
64,72,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
65,73,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
66,74,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
67,75,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
68,76,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
69,77,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
70,78,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
71,79,36,OffSeason,[2-3],Standard,[160-260],[1-1],False
72,80,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
73,81,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
74,81,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
75,81,37,OffSeason,[4-7],Standard,[160-260],[1-1],False
76,82,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
77,83,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
78,84,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
79,85,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
80,86,33,OffSeason,[2-3],Standard,[260-360],[2-2],True
81,86,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
82,87,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
83,1,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
84,1,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
85,89,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
86,90,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
87,91,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
88,92,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
89,93,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
90,94,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
91,95,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
92,97,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
93,98,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
94,99,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
95,100,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
96,101,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
97,102,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
98,103,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
99,104,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
100,105,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
101,106,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
102,107,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
103,108,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
104,109,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
105,110,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
106,110,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
107,110,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
108,111,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
109,112,41,OffSeason,[2-3],Standard,[260-360],[1-1],True
110,113,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
111,119,42,WinterVacation,[2-3],Standard,[260-360],[2-2],False
112,121,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
113,126,43,WinterVacation,[4-7],Standard,[160-260],[3-4],False
114,128,44,WinterVacation,[2-3],Standard,[160-260],[2-2],True
115,134,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
116,146,44,WinterVacation,[2-3],Standard,[160-260],[2-2],True
117,149,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
118,150,45,WinterVacation,[4-7],Standard,[160-260],[1-1],True
119,156,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
120,173,46,WinterVacation,[0-1],Standard,[160-260],[1-1],False
121,225,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
122,313,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
123,356,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
124,412,1,WinterVacation,[2-3],Standard,[160-260],[3-4],True
125,442,47,WinterVacation,[8-inf],Standard,[160-260],[3-4],True
126,471,46,WinterVacation,[0-1],Standard,[160-260],[1-1],False
127,472,45,WinterVacation,[4-7],Standard,[160-260],[1-1],True
128,473,48,Easter,[2-3],Nonref,[160-260],[3-4],True
129,474,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
130,475,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
131,476,49,HighSeason,[4-7],Standard,[160-260],[5-inf],False
132,477,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
133,479,51,HighSeason,[2-3],Standard,[160-260],[3-4],False
134,480,52,OffSeason,[2-3],Nonref,[160-260],[2-2],False
135,481,53,OffSeason,[0-1],Standard,[160-260],[2-2],True
136,482,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
137,483,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
138,485,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
139,486,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
140,487,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
141,488,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
142,489,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
143,490,55,OffSeason,[4-7],Nonref,[160-260],[2-2],False
144,491,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
145,492,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
146,493,56,OffSeason,[2-3],Nonref,[160-260],[3-4],False
147,494,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
148,495,57,OffSeason,[0-1],Nonref,[160-260],[5-inf],False
149,496,58,Easter,[2-3],Standard,[160-260],[5-inf],True
150,497,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
151,498,59,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
152,499,60,OffSeason,[4-7],Nonref,[160-260],[2-2],True
153,501,60,OffSeason,[4-7],Nonref,[160-260],[2-2],True
154,502,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
155,503,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
156,504,61,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
157,507,62,OffSeason,[8-inf],Standard,[0-160],[2-2],True
158,508,63,HighSeason,[4-7],Standard,[0-160],[2-2],False
159,509,64,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
160,510,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
161,511,66,MayLongWeekend,[4-7],Nonref,[160-260],[2-2],True
162,512,67,WinterVacation,[4-7],Standard,[160-260],[2-2],True
163,514,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
164,515,69,HighSeason,[4-7],Standard,[160-260],[3-4],True
165,516,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
166,517,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
167,518,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
168,520,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
169,521,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
170,522,60,OffSeason,[4-7],Nonref,[160-260],[2-2],True
171,523,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
172,524,5,Easter,[4-7],Standard,[260-360],[5-inf],True
173,525,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
174,526,70,OffSeason,[2-3],Standard,[260-360],[5-inf],False
175,528,26,Easter,[2-3],Standard,[160-260],[3-4],True
176,529,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
177,530,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
178,531,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
179,532,60,OffSeason,[4-7],Nonref,[160-260],[2-2],True
180,533,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
181,534,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
182,535,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
183,536,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
184,537,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
185,538,72,Easter,[2-3],Standard,[160-260],[2-2],True
186,539,26,Easter,[2-3],Standard,[160-260],[3-4],True
187,540,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
188,541,73,HighSeason,[8-inf],Nonref,[160-260],[3-4],True
189,542,74,OffSeason,[4-7],Nonref,[0-160],[2-2],True
190,543,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
191,544,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
192,545,75,OffSeason,[4-7],Nonref,[160-260],[3-4],True
193,546,60,OffSeason,[4-7],Nonref,[160-260],[2-2],True
194,547,76,MayLongWeekend,[2-3],Nonref,[0-160],[2-2],True
195,548,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
196,549,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
197,550,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
198,551,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
199,552,55,OffSeason,[4-7],Nonref,[160-260],[2-2],False
200,553,77,HighSeason,[2-3],Nonref,[160-260],[3-4],True
201,554,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
202,555,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
203,556,78,HighSeason,[2-3],Standard,[0-160],[2-2],True
204,558,79,HighSeason,[4-7],Nonref,[0-160],[2-2],True
205,559,80,HighSeason,[2-3],Nonref,[260-360],[5-inf],True
206,560,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
207,561,81,OffSeason,[4-7],Standard,[0-160],[2-2],True
208,563,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
209,564,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
210,565,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
211,567,82,HighSeason,[2-3],Nonref,[160-260],[3-4],False
212,568,52,OffSeason,[2-3],Nonref,[160-260],[2-2],False
213,569,83,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
214,570,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
215,571,84,HighSeason,[4-7],Standard,[160-260],[2-2],True
216,572,85,LowSeason,[4-7],Standard,[0-160],[2-2],True
217,573,74,OffSeason,[4-7],Nonref,[0-160],[2-2],True
218,574,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
219,575,86,OffSeason,[2-3],Nonref,[260-360],[3-4],True
220,576,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
221,577,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
222,578,75,OffSeason,[4-7],Nonref,[160-260],[3-4],True
223,579,87,HighSeason,[4-7],Nonref,[160-260],[2-2],True
224,580,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
225,581,88,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
226,582,89,OffSeason,[2-3],Standard,[0-160],[2-2],False
227,583,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
228,584,90,LowSeason,[4-7],Nonref,[260-360],[3-4],True
229,585,40,OffSeason,[4-7],Standard,[160-260],[1-1],True
230,587,91,OffSeason,[4-7],Nonref,[0-160],[2-2],False
231,588,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
232,589,92,Easter,[4-7],Standard,[160-260],[3-4],True
233,590,93,HighSeason,[2-3],Nonref,[0-160],[2-2],True
234,571,84,HighSeason,[4-7],Standard,[160-260],[2-2],True
235,591,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
236,592,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
237,593,64,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
238,594,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
239,595,9,HighSeason,[2-3],Standard,[160-260],[3-4],True
240,596,94,OffSeason,[8-inf],Standard,[160-260],[3-4],True
241,597,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
242,598,95,OffSeason,[8-inf],Nonref,[0-160],[2-2],True
243,599,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
244,600,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
245,601,96,OffSeason,[4-7],Nonref,[0-160],[1-1],True
246,602,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
247,603,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
248,604,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
249,605,78,HighSeason,[2-3],Standard,[0-160],[2-2],True
250,607,97,HighSeason,[4-7],Standard,[260-360],[5-inf],True
251,608,98,HighSeason,[4-7],Nonref,[260-360],[5-inf],True
252,519,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
253,609,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
254,610,99,OffSeason,[4-7],Nonref,[160-260],[5-inf],False
255,611,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
256,612,100,LowSeason,[4-7],Standard,[260-360],[5-inf],True
257,614,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
258,617,97,HighSeason,[4-7],Standard,[260-360],[5-inf],True
259,619,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
260,621,101,LowSeason,[4-7],Nonref,[160-260],[5-inf],True
261,622,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
262,624,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
263,625,48,Easter,[2-3],Nonref,[160-260],[3-4],True
264,626,102,Easter,[4-7],Nonref,[160-260],[3-4],False
265,627,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
266,628,103,OffSeason,[4-7],Nonref,[260-360],[5-inf],False
267,629,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
268,630,88,LowSeason,[2-3],Nonref,[260-360],[5-inf],False
269,631,86,OffSeason,[2-3],Nonref,[260-360],[3-4],True
270,632,104,MayLongWeekend,[4-7],Nonref,[260-360],[5-inf],True
271,633,105,OffSeason,[8-inf],Standard,[160-260],[1-1],True
272,634,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
273,635,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
274,636,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
275,637,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
276,638,106,Easter,[2-3],Nonref,[260-360],[5-inf],True
277,639,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
278,640,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
279,641,107,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
280,642,108,OffSeason,[4-7],Nonref,[260-360],[3-4],True
281,643,64,OffSeason,[4-7],Nonref,[260-360],[5-inf],True
282,644,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
283,646,86,OffSeason,[2-3],Nonref,[260-360],[3-4],True
284,648,109,Easter,[2-3],Standard,[260-360],[3-4],False
285,649,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
286,650,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
287,651,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
288,652,110,WinterVacation,[2-3],Standard,[260-360],[3-4],False
289,653,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
290,654,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
291,655,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
292,656,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
293,657,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
294,658,25,OffSeason,[4-7],Standard,[160-260],[2-2],False
295,659,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
296,660,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
297,661,26,Easter,[2-3],Standard,[160-260],[3-4],True
298,662,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
299,665,111,Easter,[0-1],Nonref,[160-260],[2-2],False
300,669,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
301,670,59,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
302,671,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
303,672,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
304,673,112,WinterVacation,[2-3],Nonref,[160-260],[3-4],True
305,674,113,WinterVacation,[2-3],Standard,[160-260],[1-1],False
306,675,114,LowSeason,[4-7],Nonref,[160-260],[2-2],True
307,676,67,WinterVacation,[4-7],Standard,[160-260],[2-2],True
308,677,86,OffSeason,[2-3],Nonref,[260-360],[3-4],True
309,678,115,Easter,[2-3],Standard,[0-160],[1-1],False
310,679,86,OffSeason,[2-3],Nonref,[260-360],[3-4],True
311,680,116,OffSeason,[4-7],Nonref,[160-260],[3-4],False
312,681,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
313,682,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
314,683,2,WinterVacation,[2-3],Standard,[160-260],[2-2],False
315,684,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
316,685,117,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
317,686,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
318,1,59,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
319,687,118,HighSeason,[4-7],Standard,[260-360],[2-2],True
320,688,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
321,690,45,WinterVacation,[4-7],Standard,[160-260],[1-1],True
322,691,113,WinterVacation,[2-3],Standard,[160-260],[1-1],False
323,692,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
324,693,75,OffSeason,[4-7],Nonref,[160-260],[3-4],True
325,694,59,WinterVacation,[2-3],Nonref,[160-260],[2-2],True
326,696,12,LowSeason,[4-7],Standard,[160-260],[3-4],True
327,699,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
328,700,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
329,701,56,OffSeason,[2-3],Nonref,[160-260],[3-4],False
330,702,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
331,704,119,WinterVacation,[0-1],Nonref,[160-260],[1-1],False
332,705,120,HighSeason,[8-inf],Standard,[160-260],[2-2],True
333,706,113,WinterVacation,[2-3],Standard,[160-260],[1-1],False
334,707,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
335,708,121,WinterVacation,[0-1],Standard,[0-160],[1-1],False
336,709,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
337,710,122,HighSeason,[2-3],Standard,[160-260],[2-2],False
338,711,123,MayLongWeekend,[4-7],Standard,[260-360],[3-4],True
339,712,124,WinterVacation,[4-7],Nonref,[160-260],[3-4],True
340,713,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
341,714,125,MayLongWeekend,[4-7],Nonref,[0-160],[2-2],True
342,715,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
343,716,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
344,717,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
345,718,61,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
346,719,38,OffSeason,[8-inf],Standard,[160-260],[2-2],True
347,721,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
348,722,123,MayLongWeekend,[4-7],Standard,[260-360],[3-4],True
349,723,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
350,727,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
351,728,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
352,729,24,OffSeason,[2-3],Standard,[260-360],[3-4],True
353,731,61,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
354,731,61,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
355,732,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
356,733,126,MayLongWeekend,[2-3],Standard,[160-260],[3-4],True
357,734,127,WinterVacation,[0-1],Standard,[260-360],[3-4],False
358,735,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
359,736,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
360,737,79,HighSeason,[4-7],Nonref,[0-160],[2-2],True
361,740,39,OffSeason,[4-7],Standard,[260-360],[3-4],True
362,741,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
363,742,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
364,743,23,OffSeason,[4-7],Standard,[160-260],[2-2],True
365,744,76,MayLongWeekend,[2-3],Nonref,[0-160],[2-2],True
366,745,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
367,746,87,HighSeason,[4-7],Nonref,[160-260],[2-2],True
368,747,128,MayLongWeekend,[2-3],Nonref,[160-260],[3-4],True
369,748,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
370,749,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
371,750,129,MayLongWeekend,[2-3],Nonref,[160-260],[2-2],True
372,751,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
373,752,130,Easter,[4-7],Standard,[160-260],[1-1],True
374,753,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
375,754,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
376,755,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
377,756,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
378,757,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
379,758,61,OffSeason,[2-3],Nonref,[160-260],[5-inf],True
380,762,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
381,763,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
382,764,131,WinterVacation,[0-1],Standard,[160-260],[2-2],False
383,765,68,OffSeason,[2-3],Nonref,[0-160],[2-2],True
384,766,132,WinterVacation,[2-3],Nonref,[160-260],[3-4],False
385,767,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
386,769,46,WinterVacation,[0-1],Standard,[160-260],[1-1],False
387,706,105,OffSeason,[8-inf],Standard,[160-260],[1-1],True
388,770,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
389,772,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
390,773,133,MayLongWeekend,[4-7],Nonref,[160-260],[3-4],True
391,774,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
392,775,65,OffSeason,[2-3],Standard,[0-160],[2-2],True
393,776,134,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
394,777,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
395,778,50,OffSeason,[2-3],Nonref,[160-260],[3-4],True
396,779,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
397,780,18,MayLongWeekend,[4-7],Standard,[160-260],[3-4],True
398,781,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
399,782,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
400,783,34,OffSeason,[2-3],Standard,[160-260],[3-4],False
401,784,71,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
402,785,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
403,786,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
404,787,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
405,789,32,OffSeason,[2-3],Standard,[160-260],[2-2],True
406,790,54,OffSeason,[2-3],Nonref,[160-260],[2-2],True
407,791,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
408,792,22,OffSeason,[2-3],Standard,[160-260],[3-4],True
409,793,136,OffSeason,[8-inf],Standard,[0-160],[1-1],True
410,794,21,OffSeason,[2-3],Standard,[160-260],[2-2],False
411,795,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
